Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
14,"L Gangoso, D Aragonés, J Martínez-de la Puente…","Determinants of the current and future distribution of the West Nile virus mosquito vector Culex pipiens in Spain",2020,"Environmental …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0013935120307325","https://scholar.google.com/scholar?cites=6006992678321642509&as_sdt=2005&sciodt=0,5&hl=en",36,"2022-05-30 20:18:07","","","","",,,,,14,7.00,4,4,2,"… of vector range shift. Its … how climate change may affect the distribution of diseases, we first need to understand how climate shapes the distribution of vectors and how climate change …","https://zaguan.unizar.es/record/106212/files/texto_completo.pdf","https://scholar.google.com/scholar?q=related:Ddy7twMgXVMJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"A Slettenhaar","Can migratory birds keep up with climate change by shifting their wintering-and breeding ranges?",2021,"","fse.studenttheses.ub.rug.nl","https://fse.studenttheses.ub.rug.nl/24238/1/Essay%20Annabel%20Slettenhaar%202021.pdf","",37,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,1,"… emerging of caterpillars and other insects. This leads to an … The study also showed that even hybrids (half Swedish, half … Northern range shift may be due to increased competition …","https://fse.studenttheses.ub.rug.nl/24238/1/Essay%20Annabel%20Slettenhaar%202021.pdf","https://scholar.google.com/scholar?q=related:b08c290to_AJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"KM Garg, B Chattopadhyay","Gene Flow in Volant Vertebrates: Species Biology, Ecology and Climate Change",2021,"Journal of the Indian Institute of Science","Springer","https://link.springer.com/article/10.1007/s41745-021-00239-z","https://scholar.google.com/scholar?cites=6995332197632708652&as_sdt=2005&sciodt=0,5&hl=en",38,"2022-05-30 20:18:07","HTML","10.1007/s41745-021-00239-z","","",,,,,1,1.00,1,2,1,"… Similarly, insect bat diversity and abundance are directly … Range shift, change in reproduction timing, growth rate, etc. … contact with each other and hybridization is now common in many …","https://link.springer.com/article/10.1007/s41745-021-00239-z","https://scholar.google.com/scholar?q=related:LBDAJZJpFGEJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
26,"KR Sambaraju, AL Carroll, BH Aukema","Multiyear weather anomalies associated with range shifts by the mountain pine beetle preceding large epidemics",2019,"Forest Ecology and Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378112718316803","https://scholar.google.com/scholar?cites=7128166115782452380&as_sdt=2005&sciodt=0,5&hl=en",39,"2022-05-30 20:18:07","","","","",,,,,26,8.67,9,3,3,"… A northward range shift of only 51 km occurred during 1986–1996 prior to the … pine beetle outbreaks under climate change. For example, from a short-term, pest control perspective, …","","https://scholar.google.com/scholar?q=related:nGQwz1BV7GIJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
3,"J Ralston, WV DeLuca","Conservation lessons from the study of North American boreal birds at their southern periphery",2020,"Diversity","mdpi.com","https://www.mdpi.com/751986","https://scholar.google.com/scholar?cites=14651339705798879768&as_sdt=2005&sciodt=0,5&hl=en",40,"2022-05-30 20:18:07","","","","",,,,,3,1.50,2,2,2,"… by species interactions (ie, insect prey abundance) and vegetation … of hybridization, it is unclear whether anthropogenic climate change may increase the frequency of hybridization over …","https://www.mdpi.com/1424-2818/12/6/257/pdf","https://scholar.google.com/scholar?q=related:GOq3F9YDVMsJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
31,"DL Murray, MJL Peers, YN Majchrzak, M Wehtje…","Continental divide: Predicting climate-mediated fragmentation and biodiversity loss in the boreal forest",2017,"PLoS …","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0176706","https://scholar.google.com/scholar?cites=5585502489445755108&as_sdt=2005&sciodt=0,5&hl=en",41,"2022-05-30 20:18:07","HTML","","","",,,,,31,6.20,6,5,5,"… We show that climate change will directly alter environmental … of disease, fire, hybridization, and invasive species … climate-mediated range loss and range shift is not new, including for …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0176706","https://scholar.google.com/scholar?q=related:5Gh5v-uwg00J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"RL Malison, BK Hand, E Winter, JJ Giersch…","Landscape connectivity and genetic structure in a mainstem and a tributary stonefly (Plecoptera) species using a novel reference genome",2022,"Journal of …","academic.oup.com","https://academic.oup.com/jhered/advance-article-abstract/doi/10.1093/jhered/esac025/6586037","",42,"2022-05-30 20:18:07","","10.1093/jhered/esac025/6586037","","",,,,,0,0.00,0,5,1,"… Interestingly, we also detected potential hybridization between … Range shift capacity can be inferred from dispersal, gene … zones, and the role climate change may play in altering them, …","",""
15,"Q Lu, J Zhu, D Yu, X Xu","Genetic and geographical structure of boreal plants in their southern range: phylogeography of Hippuris vulgaris in China",2016,"BMC evolutionary biology","Springer","https://link.springer.com/article/10.1186/s12862-016-0603-6","https://scholar.google.com/scholar?cites=9833622067640605326&as_sdt=2005&sciodt=0,5&hl=en",43,"2022-05-30 20:18:07","HTML","10.1186/s12862-016-0603-6","","",,,,,15,2.50,4,4,6,"… to the two cpDNA lineages and nonreciprocal hybridization with lineage A as the maternal … ENM predicted a marked range shift on the QTP at the LGM, retreating from the platform to …","https://link.springer.com/article/10.1186/s12862-016-0603-6","https://scholar.google.com/scholar?q=related:jhopdSsLeIgJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"EJ Parker","An Assessment of Geographic and Taxonomic Biases in Research on Climate Change-Related Range Shifts",2022,"","elischolar.library.yale.edu","https://elischolar.library.yale.edu/library_map_prize/14/","",44,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,1,"… of the range of values, while insects actually become the least … skew to the locations of range shift observations similar to that of … distributional shift, and the hybridization of a coastal fish …","https://elischolar.library.yale.edu/cgi/viewcontent.cgi?article=1062&context=library_map_prize",""
21,"B Pulatov, AM Jönsson, RAI Wilcke…","Evaluation of the phenological synchrony between potato crop and Colorado potato beetle under future climate in Europe",2016,"Agriculture, Ecosystems …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167880916301621","https://scholar.google.com/scholar?cites=11563349318713037809&as_sdt=2005&sciodt=0,5&hl=en",45,"2022-05-30 20:18:07","","","","",,,,,21,3.50,5,4,6,"… impact of climate change on the … insects, both directly via physiology, life cycle, and range shift, and indirectly via the availability of host plants (Bale et al., 2002). That is, climate change …","","https://scholar.google.com/scholar?q=related:8VOlq_BEeaAJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
5,"SE Crump, B Fréchette, M Power…","Ancient plant DNA reveals High Arctic greening during the Last Interglacial",2021,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/content/118/13/e2019069118.short","https://scholar.google.com/scholar?cites=8153650598518253321&as_sdt=2005&sciodt=0,5&hl=en",46,"2022-05-30 20:18:07","","","","",,,,,5,5.00,1,4,1,"… Peak LIG warmth featured a ∼400-km northward range shift … clearest terrestrial manifestations of climate change thus far—… (56), vortexed, and incubated in a hybridization oven at 55 C …","https://www.pnas.org/content/pnas/118/13/e2019069118.full.pdf","https://scholar.google.com/scholar?q=related:CedU-wSWJ3EJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
9,"A Leal-Sáenz, KM Waring, M Menon…","Morphological differences in Pinus strobiformis across latitudinal and elevational gradients",2020,"Frontiers in plant …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpls.2020.559697/full","https://scholar.google.com/scholar?cites=4425386459205677485&as_sdt=2005&sciodt=0,5&hl=en",47,"2022-05-30 20:18:07","HTML","10.3389/fpls.2020.559697","","",,,,,9,4.50,2,4,2,"… projected large range shift due to climate change, managers … signs of the presence of insects or diseases were collected … morphology align with increasing hybridization with P. flexilis, …","https://www.frontiersin.org/articles/10.3389/fpls.2020.559697/full","https://scholar.google.com/scholar?q=related:rTHHtokhaj0J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"A Zsoldos","Study on biomass in semiaquatic insects (Odonata) over a 20-year period in central, Sweden.",2018,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1249628","",48,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,4,"… lower temperatures, and we can therefore observe a range shift in species (Hickling et al. 2006… There is no question that climate change has a role in the equation but cannot entirely be …","https://www.diva-portal.org/smash/get/diva2:1249628/FULLTEXT02","https://scholar.google.com/scholar?q=related:hJPVl4eMZ_EJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"BC Schmidt","More on Ontario Tiger swallowtails",2019,"","ontarioinsects.org","https://www.ontarioinsects.org/publications/Summaries/2019_tigers.pdf","https://scholar.google.com/scholar?cites=15121485540994732612&as_sdt=2005&sciodt=0,5&hl=en",49,"2022-05-30 20:18:07","PDF","","","",,,,,1,0.33,1,1,3,"… , identification and supposed hybridization between the two … the region, suggesting a northward range shift of P. glaucus. … between glaucus and canadensis due to climate change, but …","https://www.ontarioinsects.org/publications/Summaries/2019_tigers.pdf","https://scholar.google.com/scholar?q=related:RFIyg_tO2tEJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
6,"S Paź-Dyderska, AM Jagodziński…","Possible changes in spatial distribution of walnut (Juglans regia L.) in Europe under warming climate",2021,"Regional Environmental …","Springer","https://link.springer.com/article/10.1007/s10113-020-01745-z","https://scholar.google.com/scholar?cites=4081589892496028133&as_sdt=2005&sciodt=0,5&hl=en",50,"2022-05-30 20:18:07","HTML","10.1007/s10113-020-01745-z","","",,,,,6,6.00,2,3,1,"… Thus, uncertainties connected with its range shift are essential for environmental management. … regia occurrence probability for these points for each climate change scenario and GCM …","https://link.springer.com/article/10.1007/s10113-020-01745-z","https://scholar.google.com/scholar?q=related:5fEMzWG4pDgJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"TJ Rounsaville","Spatiotemporal recruitment patterns of two introduced Magnolia L. species in a disturbed oak forest",2020,"Ecoscience","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/11956860.2020.1753311","",51,"2022-05-30 20:18:07","","10.1080/11956860.2020.1753311","","",,,,,0,0.00,0,1,2,"… with climate change and variously characterized as assisted-migration, range shift/expansion… oak mortality caused by successive years of insect pests followed by drought, while regions …","https://www.researchgate.net/profile/Todd-Rounsaville/publication/340799045_Spatiotemporal_recruitment_patterns_of_two_introduced_Magnolia_L_species_in_a_disturbed_oak_forest/links/5ea0619ea6fdcc60e640cc81/Spatiotemporal-recruitment-patterns-of-two-introduced-Magnolia-L-species-in-a-disturbed-oak-forest.pdf","https://scholar.google.com/scholar?q=related:s6-UFhV15pYJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
39,"C Mellin, M Lurgi, S Matthews, MA MacNeil…","Forecasting marine invasions under climate change: Biotic interactions and demographic processes matter",2016,"Biological …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006320716307686","https://scholar.google.com/scholar?cites=15665882498242504859&as_sdt=2005&sciodt=0,5&hl=en",52,"2022-05-30 20:18:07","","","","",,,,,39,6.50,8,5,6,"… competition, predation, and hybridization, and indirectly by modifying … Future climate change is predicted to increase the … readily be applied to any other marine pest (see Python code in …","","https://scholar.google.com/scholar?q=related:m-jAeCFlaNkJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
10,"E Solano, S Hardersen, P Audisio…","Asymmetric hybridization in Cordulegaster (Odonata: Cordulegastridae): Secondary postglacial contact and the possible role of mechanical constraints",2018,"Ecology and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.4368","https://scholar.google.com/scholar?cites=8472345305638031257&as_sdt=2005&sciodt=0,5&hl=en",53,"2022-05-30 20:18:07","","10.1002/ece3.4368","","",,,,,10,2.50,3,4,4,"… climate change, and this southern species is intruding into C. boltonii's territory. The direction of the range shift … creating well-adapted hybrids, the hybridization area may be destined to …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.4368","https://scholar.google.com/scholar?q=related:mc8AxSrRk3UJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"J Ruybal","The Influence Of Climate Change And Evolution On Mosquito Life History Traits And Pathogen Transmission",2016,"","escholarship.org","https://escholarship.org/uc/item/4gj774jj","",54,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,6,"… This prediction assumes mosquitoes can only respond to warming temperatures via a range shift (movement in both the upper and lower range limits of a species). However, there are …","https://escholarship.org/content/qt4gj774jj/qt4gj774jj.pdf","https://scholar.google.com/scholar?q=related:vVPe3rErCAQJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
